X,Y,OBJECTID,PlaceID,YearPlaceId,City,State,CityState,Year,AsOfDate,dockCt,dockNm,docklessCt,docklessNm,scooterCt,scooterNm,Type,Lat,Lon
-157.858333,21.306944,411,HI0072,2016HI0072,Honolulu,HI,"Honolulu, HI",2016,201612,0,-,0,-,0,-,,21.306944,-157.858333
-111.4025,42.190833,412,ID0074,2016ID0074,Bloomington,ID,"Bloomington, ID",2016,201612,0,-,0,-,0,-,,42.190833,-111.4025
-88.993687,40.484203,413,IL0078,2016IL0078,Bloomington,IL,"Bloomington, IL",2016,201612,0,-,0,-,0,-,,40.484203,-88.993687
-89.588986,40.693649,414,IL0080,2016IL0080,Peoria,IL,"Peoria, IL",2016,201612,0,-,0,-,0,-,,40.693649,-89.588986
-89.093995,42.271131,415,IL0081,2016IL0081,Rockford,IL,"Rockford, IL",2016,201612,0,-,0,-,0,-,,42.271131,-89.093995
-85.976667,41.681994,416,IN0084,2016IN0084,Elkhart,IN,"Elkhart, IN",2016,201612,0,-,0,-,0,-,,41.681994,-85.976667
-86.25199,41.676355,417,IN0088,2016IN0088,South Bend,IN,"South Bend, IN",2016,201612,0,-,0,-,0,-,,41.676355,-86.25199
-97.611424,38.840281,418,KS0089,2016KS0089,Salina,KS,"Salina, KS",2016,201612,0,-,0,-,0,-,,38.840281,-97.611424
-97.336111,37.688889,419,KS0091,2016KS0091,Wichita,KS,"Wichita, KS",2016,201612,0,-,0,-,0,-,,37.688889,-97.336111
-83.920739,35.960638,420,KY0092,2016KY0092,Knoxville,KY,"Knoxville, KY",2016,201612,0,-,0,-,0,-,,35.960638,-83.920739
-85.758456,38.252665,421,KY0093,2016KY0093,Louisville,KY,"Louisville, KY",2016,201612,0,-,0,-,0,-,,38.252665,-85.758456
-90.071532,29.951066,422,LA0094,2016LA0094,New Orleans,LA,"New Orleans, LA",2016,201612,0,-,0,-,0,-,,29.951066,-90.071532
-71.156944,42.415278,423,MA0095,2016MA0095,Arlington,MA,"Arlington, MA",2016,201612,0,-,0,-,0,-,,42.415278,-71.156944
-71.276667,42.490556,424,MA0096,2016MA0096,Bedford,MA,"Bedford, MA",2016,201612,0,-,0,-,0,-,,42.490556,-71.276667
-71.179167,42.395833,425,MA0097,2016MA0097,Belmont,MA,"Belmont, MA",2016,201612,0,-,0,-,0,-,,42.395833,-71.179167
-71.121667,42.331667,426,MA0099,2016MA0099,Brookline,MA,"Brookline, MA",2016,201612,0,-,0,-,0,-,,42.331667,-71.121667
-71.032828,42.391764,427,MA00100,2016MA00100,Chelsea,MA,"Chelsea, MA",2016,201612,0,-,0,-,0,-,,42.391764,-71.032828
-71.053663,42.40843,428,MA00101,2016MA00101,Everett,MA,"Everett, MA",2016,201612,0,-,0,-,0,-,,42.40843,-71.053663
-71.066163,42.425096,429,MA00102,2016MA00102,Malden,MA,"Malden, MA",2016,201612,0,-,0,-,0,-,,42.425096,-71.066163
-71.552287,42.345927,430,MA00103,2016MA00103,Marlborough,MA,"Marlborough, MA",2016,201612,0,-,0,-,0,-,,42.345927,-71.552287
-71.106164,42.41843,431,MA00104,2016MA00104,Medford,MA,"Medford, MA",2016,201612,0,-,0,-,0,-,,42.41843,-71.106164
-71.066667,42.458333,432,MA00105,2016MA00105,Melrose,MA,"Melrose, MA",2016,201612,0,-,0,-,0,-,,42.458333,-71.066667
-71.066667,42.25,433,MA00106,2016MA00106,Milton,MA,"Milton, MA",2016,201612,0,-,0,-,0,-,,42.25,-71.066667
-71.233333,42.283333,434,MA00107,2016MA00107,Needham,MA,"Needham, MA",2016,201612,0,-,0,-,0,-,,42.283333,-71.233333
-71.209221,42.337041,435,MA00108,2016MA00108,Newton,MA,"Newton, MA",2016,201612,0,-,0,-,0,-,,42.337041,-71.209221
-71.002271,42.252877,436,MA00109,2016MA00109,Quincy,MA,"Quincy, MA",2016,201612,0,-,0,-,0,-,,42.252877,-71.002271
-71.011995,42.40843,437,MA00110,2016MA00110,Revere,MA,"Revere, MA",2016,201612,0,-,0,-,0,-,,42.40843,-71.011995
-70.896716,42.51954,438,MA00111,2016MA00111,Salem,MA,"Salem, MA",2016,201612,0,-,0,-,0,-,,42.51954,-70.896716
-71.235611,42.376485,439,MA00112,2016MA00112,Waltham,MA,"Waltham, MA",2016,201612,0,-,0,-,0,-,,42.376485,-71.235611
-71.183333,42.370833,440,MA00113,2016MA00113,Watertown,MA,"Watertown, MA",2016,201612,0,-,0,-,0,-,,42.370833,-71.183333
-70.983333,42.375,441,MA00114,2016MA00114,Winthrop,MA,"Winthrop, MA",2016,201612,0,-,0,-,0,-,,42.375,-70.983333
-71.802293,42.262593,442,MA00115,2016MA00115,Worcester,MA,"Worcester, MA",2016,201612,0,-,0,-,0,-,,42.262593,-71.802293
-76.492183,38.978445,443,MD00116,2016MD00116,Annapolis,MD,"Annapolis, MD",2016,201612,0,-,0,-,0,-,,38.978445,-76.492183
-77.312778,39.183611,444,MD00118,2016MD00118,Boyds,MD,"Boyds, MD",2016,201612,0,-,0,-,0,-,,39.183611,-77.312778
-77.152758,39.083997,445,MD00120,2016MD00120,Montgomery Co.,MD,"Montgomery Co., MD",2016,201612,0,-,0,-,0,-,,39.083997,-77.152758
-75.593333,38.365833,446,MD00121,2016MD00121,Salisbury,MD,"Salisbury, MD",2016,201612,0,-,0,-,0,-,,38.365833,-75.593333
-77.020791,39.002441,447,MD00122,2016MD00122,Silver Spring,MD,"Silver Spring, MD",2016,201612,0,-,0,-,0,-,,39.002441,-77.020791
-77.002222,38.98,448,MD00123,2016MD00123,Takoma Park,MD,"Takoma Park, MD",2016,201612,0,-,0,-,0,-,,38.98,-77.002222
-76.609444,39.393056,449,MD00124,2016MD00124,Towson,MD,"Towson, MD",2016,201612,0,-,0,-,0,-,,39.393056,-76.609444
-83.176315,42.32226,450,MI00127,2016MI00127,Dearborn,MI,"Dearborn, MI",2016,201612,0,-,0,-,0,-,,42.32226,-83.176315
-83.045754,42.331427,451,MI00128,2016MI00128,Detroit,MI,"Detroit, MI",2016,201612,0,-,0,-,0,-,,42.331427,-83.045754
-84.555535,42.732535,452,MI00129,2016MI00129,Lansing,MI,"Lansing, MI",2016,201612,0,-,0,-,0,-,,42.732535,-84.555535
-93.349949,44.889687,453,MN00130,2016MN00130,Edina,MN,"Edina, MN",2016,201612,0,-,0,-,0,-,,44.889687,-93.349949
-93.089958,44.953703,454,MN00133,2016MN00133,St. Paul,MN,"St. Paul, MN",2016,201612,0,-,0,-,0,-,,44.953703,-93.089958
-92.334072,38.951705,455,MO00134,2016MO00134,Columbia,MO,"Columbia, MO",2016,201612,0,-,0,-,0,-,,38.951705,-92.334072
-90.305278,38.744167,456,MO00135,2016MO00135,Ferguson,MO,"Ferguson, MO",2016,201612,0,-,0,-,0,-,,38.744167,-90.305278
-92.173516,38.576702,457,MO00136,2016MO00136,Jefferson City,MO,"Jefferson City, MO",2016,201612,0,-,0,-,0,-,,38.576702,-92.173516
-90.199404,38.627003,458,MO00138,2016MO00138,St. Louis,MO,"St. Louis, MO",2016,201612,0,-,0,-,0,-,,38.627003,-90.199404
-78.898619,35.994033,459,NC00140,2016NC00140,Durham,NC,"Durham, NC",2016,201612,0,-,0,-,0,-,,35.994033,-78.898619
-79.791975,36.072635,460,NC00141,2016NC00141,Greensboro,NC,"Greensboro, NC",2016,201612,0,-,0,-,0,-,,36.072635,-79.791975
-78.638179,35.77959,461,NC00142,2016NC00142,Raleigh,NC,"Raleigh, NC",2016,201612,0,-,0,-,0,-,,35.77959,-78.638179
-80.244216,36.09986,462,NC00143,2016NC00143,Winston-Salem,NC,"Winston-Salem, NC",2016,201612,0,-,0,-,0,-,,36.09986,-80.244216
-96.685198,40.825763,463,NE00145,2016NE00145,Lincoln,NE,"Lincoln, NE",2016,201612,0,-,0,-,0,-,,40.825763,-96.685198
-71.454789,42.99564,464,NH00147,2016NH00147,Manchester,NH,"Manchester, NH",2016,201612,0,-,0,-,0,-,,42.99564,-71.454789
-70.760556,43.075556,465,NH00148,2016NH00148,Portsmouth,NH,"Portsmouth, NH",2016,201612,0,-,0,-,0,-,,43.075556,-70.760556
-74.201529,40.432114,466,NJ00150,2016NJ00150,Keyport,NJ,"Keyport, NJ",2016,201612,0,-,0,-,0,-,,40.432114,-74.201529
-74.477318,40.796562,467,NJ00151,2016NJ00151,Morristown,NJ,"Morristown, NJ",2016,201612,0,-,0,-,0,-,,40.796562,-74.477318
-74.407374,40.633714,468,NJ00152,2016NJ00152,Plainfield,NJ,"Plainfield, NJ",2016,201612,0,-,0,-,0,-,,40.633714,-74.407374
-119.813803,39.529633,469,NV00155,2016NV00155,Reno,NV,"Reno, NV",2016,201612,0,-,0,-,0,-,,39.529633,-119.813803
-73.756232,42.652579,470,NY00156,2016NY00156,Albany,NY,"Albany, NY",2016,201612,0,-,0,-,0,-,,42.652579,-73.756232
-76.5,42.443333,471,NY00158,2016NY00158,Ithaca,NY,"Ithaca, NY",2016,201612,0,-,0,-,0,-,,42.443333,-76.5
-77.610922,43.16103,472,NY00161,2016NY00161,Rochester,NY,"Rochester, NY",2016,201612,0,-,0,-,0,-,,43.16103,-77.610922
-73.76291,41.033986,473,NY00162,2016NY00162,White Plains,NY,"White Plains, NY",2016,201612,0,-,0,-,0,-,,41.033986,-73.76291
-73.898747,40.93121,474,NY00163,2016NY00163,Yonkers,NY,"Yonkers, NY",2016,201612,0,-,0,-,0,-,,40.93121,-73.898747
-83.114077,40.099229,475,OH00168,2016OH00168,Dublin,OH,"Dublin, OH",2016,201612,0,-,0,-,0,-,,40.099229,-83.114077
-84.746667,39.5075,476,OH00169,2016OH00169,Oxford,OH,"Oxford, OH",2016,201612,0,-,0,-,0,-,,39.5075,-84.746667
-82.709167,41.446667,477,OH00170,2016OH00170,Sandusky,OH,"Sandusky, OH",2016,201612,0,-,0,-,0,-,,41.446667,-82.709167
-83.555212,41.663938,478,OH00171,2016OH00171,Toledo,OH,"Toledo, OH",2016,201612,0,-,0,-,0,-,,41.663938,-83.555212
-97.439478,35.222567,479,OK00172,2016OK00172,Norman,OK,"Norman, OK",2016,201612,0,-,0,-,0,-,,35.222567,-97.439478
-97.058368,36.115607,480,OK00174,2016OK00174,Stillwater,OK,"Stillwater, OK",2016,201612,0,-,0,-,0,-,,36.115607,-97.058368
-123.086754,44.052069,481,OR00177,2016OR00177,Eugene,OR,"Eugene, OR",2016,201612,0,-,0,-,0,-,,44.052069,-123.086754
-76.886701,40.273191,482,PA00180,2016PA00180,Harrisburg,PA,"Harrisburg, PA",2016,201612,0,-,0,-,0,-,,40.273191,-76.886701
-71.412834,41.823989,483,RI00183,2016RI00183,Providence,RI,"Providence, RI",2016,201612,0,-,0,-,0,-,,41.823989,-71.412834
-79.931051,32.776475,484,SC00184,2016SC00184,Charleston,SC,"Charleston, SC",2016,201612,0,-,0,-,0,-,,32.776475,-79.931051
-81.025078,34.924867,485,SC00186,2016SC00186,Rock Hill,SC,"Rock Hill, SC",2016,201612,0,-,0,-,0,-,,34.924867,-81.025078
-90.04898,35.149534,486,TN00191,2016TN00191,Memphis,TN,"Memphis, TN",2016,201612,0,-,0,-,0,-,,35.149534,-90.04898
-97.108066,32.735687,487,TX00193,2016TX00193,Arlington,TX,"Arlington, TX",2016,201612,0,-,0,-,0,-,,32.735687,-97.108066
-97.396381,27.800583,488,TX00195,2016TX00195,Corpus Christi,TX,"Corpus Christi, TX",2016,201612,0,-,0,-,0,-,,27.800583,-97.396381
-97.133068,33.214841,489,TX00197,2016TX00197,Denton,TX,"Denton, TX",2016,201612,0,-,0,-,0,-,,33.214841,-97.133068
-96.638883,32.912624,490,TX00200,2016TX00200,Garland,TX,"Garland, TX",2016,201612,0,-,0,-,0,-,,32.912624,-96.638883
-101.855167,33.577863,491,TX00202,2016TX00202,Lubbock,TX,"Lubbock, TX",2016,201612,0,-,0,-,0,-,,33.577863,-101.855167
-96.698886,33.019843,492,TX00204,2016TX00204,Plano,TX,"Plano, TX",2016,201612,0,-,0,-,0,-,,33.019843,-96.698886
-95.503889,30.1775,493,TX00206,2016TX00206,The Woodlands,TX,"The Woodlands, TX",2016,201612,0,-,0,-,0,-,,30.1775,-95.503889
-111.863823,40.524671,494,UT00207,2016UT00207,Draper,UT,"Draper, UT",2016,201612,0,-,0,-,0,-,,40.524671,-111.863823
-111.899167,40.986667,495,UT00208,2016UT00208,Farmington,UT,"Farmington, UT",2016,201612,0,-,0,-,0,-,,40.986667,-111.899167
-111.97383,41.223,496,UT00209,2016UT00209,Ogden,UT,"Ogden, UT",2016,201612,0,-,0,-,0,-,,41.223,-111.97383
-111.838973,40.564978,497,UT00211,2016UT00211,Sandy,UT,"Sandy, UT",2016,201612,0,-,0,-,0,-,,40.564978,-111.838973
-112.00105,40.691613,498,UT00212,2016UT00212,West Valley City,UT,"West Valley City, UT",2016,201612,0,-,0,-,0,-,,40.691613,-112.00105
-77.046921,38.804836,499,VA00213,2016VA00213,Alexandria,VA,"Alexandria, VA",2016,201612,0,-,0,-,0,-,,38.804836,-77.046921
-77.10164,38.882409,500,VA00214,2016VA00214,Arlington,VA,"Arlington, VA",2016,201612,0,-,0,-,0,-,,38.882409,-77.10164
-80.413939,37.229573,501,VA00215,2016VA00215,Blacksburg,VA,"Blacksburg, VA",2016,201612,0,-,0,-,0,-,,37.229573,-80.413939
-78.476678,38.029306,502,VA00216,2016VA00216,Charlottesville,VA,"Charlottesville, VA",2016,201612,0,-,0,-,0,-,,38.029306,-78.476678
-79.395023,36.585972,503,VA00217,2016VA00217,Danville,VA,"Danville, VA",2016,201612,0,-,0,-,0,-,,36.585972,-79.395023
-78.868916,38.449569,504,VA00218,2016VA00218,Harrisonburg,VA,"Harrisonburg, VA",2016,201612,0,-,0,-,0,-,,38.449569,-78.868916
-76.285873,36.850769,505,VA00219,2016VA00219,Norfolk,VA,"Norfolk, VA",2016,201612,0,-,0,-,0,-,,36.850769,-76.285873
-77.436048,37.540725,506,VA00220,2016VA00220,Richmond,VA,"Richmond, VA",2016,201612,0,-,0,-,0,-,,37.540725,-77.436048
-79.941427,37.27097,507,VA00221,2016VA00221,Roanoke,VA,"Roanoke, VA",2016,201612,0,-,0,-,0,-,,37.27097,-79.941427
-75.977985,36.852926,508,VA00222,2016VA00222,Virginia Beach,VA,"Virginia Beach, VA",2016,201612,0,-,0,-,0,-,,36.852926,-75.977985
-73.212072,44.475883,509,VT00223,2016VT00223,Burlington,VT,"Burlington, VT",2016,201612,0,-,0,-,0,-,,44.475883,-73.212072
-122.204444,47.771667,510,WA00224,2016WA00224,Bothell,WA,"Bothell, WA",2016,201612,0,-,0,-,0,-,,47.771667,-122.204444
-117.426047,47.65878,511,WA00226,2016WA00226,Spokane,WA,"Spokane, WA",2016,201612,0,-,0,-,0,-,,47.65878,-117.426047
-122.444291,47.252877,512,WA00227,2016WA00227,Tacoma,WA,"Tacoma, WA",2016,201612,0,-,0,-,0,-,,47.252877,-122.444291
-92.085256,46.706881,513,WI00230,2016WI00230,Superior,WI,"Superior, WI",2016,201612,0,-,0,-,0,-,,46.706881,-92.085256
-110.769167,43.475278,514,WY00231,2016WY00231,Jackson,WY,"Jackson, WY",2016,201612,0,-,0,-,0,-,,43.475278,-110.769167
-86.586104,34.730369,515,AL002,2015AL002,Huntsville,AL,"Huntsville, AL",2015,201512,0,-,0,-,0,-,,34.730369,-86.586104
-92.289595,34.746481,516,AR003,2015AR003,Little Rock,AR,"Little Rock, AR",2015,201512,0,-,0,-,0,-,,34.746481,-92.289595
-111.651302,35.198284,517,AZ004,2015AZ004,Flagstaff,AZ,"Flagstaff, AZ",2015,201512,0,-,0,-,0,-,,35.198284,-111.651302
-111.831472,33.415184,518,AZ005,2015AZ005,Mesa,AZ,"Mesa, AZ",2015,201512,0,-,0,-,0,-,,33.415184,-111.831472
-111.926052,33.49417,519,AZ007,2015AZ007,Scottsdale,AZ,"Scottsdale, AZ",2015,201512,0,-,0,-,0,-,,33.49417,-111.926052
-111.940005,33.42551,520,AZ008,2015AZ008,Tempe,AZ,"Tempe, AZ",2015,201512,0,-,0,-,0,-,,33.42551,-111.940005
-110.926479,32.221743,521,AZ009,2015AZ009,Tucson,AZ,"Tucson, AZ",2015,201512,0,-,0,-,0,-,,32.221743,-110.926479
-122.241636,37.765207,522,CA0010,2015CA0010,Alameda,CA,"Alameda, CA",2015,201512,0,-,0,-,0,-,,37.765207,-122.241636
-122.297778,37.886944,523,CA0011,2015CA0011,Albany,CA,"Albany, CA",2015,201512,0,-,0,-,0,-,,37.886944,-122.297778
-118.399444,34.073056,524,CA0012,2015CA0012,Beverly Hills,CA,"Beverly Hills, CA",2015,201512,0,-,0,-,0,-,,34.073056,-118.399444
-118.3951,37.3635,525,CA0013,2015CA0013,Bishop,CA,"Bishop, CA",2015,201512,0,-,0,-,0,-,,37.3635,-118.3951
-122.363611,37.583333,526,CA0014,2015CA0014,Burlingame,CA,"Burlingame, CA",2015,201512,0,-,0,-,0,-,,37.583333,-122.363611
-118.396467,34.021122,527,CA0015,2015CA0015,Culver City,CA,"Culver City, CA",2015,201512,0,-,0,-,0,-,,34.021122,-118.396467
-122.311667,37.915833,528,CA0016,2015CA0016,El Cerrito,CA,"El Cerrito, CA",2015,201512,0,-,0,-,0,-,,37.915833,-122.311667
-117.117222,32.578333,529,CA0017,2015CA0017,Imperial Beach,CA,"Imperial Beach, CA",2015,201512,0,-,0,-,0,-,,32.578333,-117.117222
-118.19374,33.77005,530,CA0018,2015CA0018,Long Beach,CA,"Long Beach, CA",2015,201512,0,-,0,-,0,-,,33.77005,-118.19374
-118.243685,34.052234,531,CA0019,2015CA0019,Los Angeles,CA,"Los Angeles, CA",2015,201512,0,-,0,-,0,-,,34.052234,-118.243685
-118.001948,34.144262,532,CA0020,2015CA0020,Monrovia,CA,"Monrovia, CA",2015,201512,0,-,0,-,0,-,,34.144262,-118.001948
-122.083851,37.386052,533,CA0021,2015CA0021,Mountain View,CA,"Mountain View, CA",2015,201512,0,-,0,-,0,-,,37.386052,-122.083851
-117.099197,32.678109,534,CA0022,2015CA0022,National City,CA,"National City, CA",2015,201512,0,-,0,-,0,-,,32.678109,-117.099197
-122.271114,37.804364,535,CA0023,2015CA0023,Oakland,CA,"Oakland, CA",2015,201512,0,-,0,-,0,-,,37.804364,-122.271114
-121.4944,38.581572,536,CA0024,2015CA0024,Sacramento,CA,"Sacramento, CA",2015,201512,0,-,0,-,0,-,,38.581572,-121.4944
-121.886329,37.338208,537,CA0027,2015CA0027,San Jose,CA,"San Jose, CA",2015,201512,0,-,0,-,0,-,,37.338208,-121.886329
-122.325525,37.562992,538,CA0028,2015CA0028,San Mateo,CA,"San Mateo, CA",2015,201512,0,-,0,-,0,-,,37.562992,-122.325525
-119.69819,34.420831,539,CA0030,2015CA0030,Santa Barbara,CA,"Santa Barbara, CA",2015,201512,0,-,0,-,0,-,,34.420831,-119.69819
-118.542586,34.391664,540,CA0031,2015CA0031,Santa Clarita,CA,"Santa Clarita, CA",2015,201512,0,-,0,-,0,-,,34.391664,-118.542586
-122.030796,36.974117,541,CA0032,2015CA0032,Santa Cruz,CA,"Santa Cruz, CA",2015,201512,0,-,0,-,0,-,,36.974117,-122.030796
-119.976944,38.94,542,CA0034,2015CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2015,201512,0,-,0,-,0,-,,38.94,-119.976944
-122.40775,37.654656,543,CA0035,2015CA0035,So. San Francisco,CA,"So. San Francisco, CA",2015,201512,0,-,0,-,0,-,,37.654656,-122.40775
-122.065182,37.910078,544,CA0036,2015CA0036,Walnut Creek,CA,"Walnut Creek, CA",2015,201512,0,-,0,-,0,-,,37.910078,-122.065182
-118.370969,34.087981,545,CA0037,2015CA0037,West Hollywood,CA,"West Hollywood, CA",2015,201512,0,-,0,-,0,-,,34.087981,-118.370969
-104.83192,39.729432,546,CO0039,2015CO0039,Aurora,CO,"Aurora, CO",2015,201512,0,-,0,-,0,-,,39.729432,-104.83192
-105.08665,39.920541,547,CO0041,2015CO0041,Broomfield,CO,"Broomfield, CO",2015,201512,0,-,0,-,0,-,,39.920541,-105.08665
-105.084423,40.58526,548,CO0043,2015CO0043,Fort Collins,CO,"Fort Collins, CO",2015,201512,0,-,0,-,0,-,,40.58526,-105.084423
-104.8925,39.548889,549,CO0044,2015CO0044,Lone Tree,CO,"Lone Tree, CO",2015,201512,0,-,0,-,0,-,,39.548889,-104.8925
-105.101928,40.167207,550,CO0045,2015CO0045,Longmont,CO,"Longmont, CO",2015,201512,0,-,0,-,0,-,,40.167207,-105.101928
-80.139212,25.956481,551,FL0047,2015FL0047,Aventura,FL,"Aventura, FL",2015,201512,0,-,0,-,0,-,,25.956481,-80.139212
-80.268384,25.72149,552,FL0048,2015FL0048,Coral Gables,FL,"Coral Gables, FL",2015,201512,0,-,0,-,0,-,,25.72149,-80.268384
-80.35533,25.819542,553,FL0049,2015FL0049,Doral,FL,"Doral, FL",2015,201512,0,-,0,-,0,-,,25.819542,-80.35533
-82.324826,29.651634,554,FL0051,2015FL0051,Gainesville,FL,"Gainesville, FL",2015,201512,0,-,0,-,0,-,,29.651634,-82.324826
-80.165,25.690278,555,FL0052,2015FL0052,Key Biscayne,FL,"Key Biscayne, FL",2015,201512,0,-,0,-,0,-,,25.690278,-80.165
-80.325,25.911667,556,FL0056,2015FL0056,Miami Lakes,FL,"Miami Lakes, FL",2015,201512,0,-,0,-,0,-,,25.911667,-80.325
-80.188333,25.865239,557,FL0057,2015FL0057,Miami Shores,FL,"Miami Shores, FL",2015,201512,0,-,0,-,0,-,,25.865239,-80.188333
-80.291111,25.819722,558,FL0058,2015FL0058,Miami Springs,FL,"Miami Springs, FL",2015,201512,0,-,0,-,0,-,,25.819722,-80.291111
-80.153544,25.845572,559,FL0059,2015FL0059,North Bay Village,FL,"North Bay Village, FL",2015,201512,0,-,0,-,0,-,,25.845572,-80.153544
-80.186714,25.890095,560,FL0060,2015FL0060,North Miami,FL,"North Miami, FL",2015,201512,0,-,0,-,0,-,,25.890095,-80.186714
-80.295169,25.710278,561,FL0062,2015FL0062,South Miami,FL,"South Miami, FL",2015,201512,0,-,0,-,0,-,,25.710278,-80.295169
-84.280733,30.438256,562,FL0063,2015FL0063,Tallahassee,FL,"Tallahassee, FL",2015,201512,0,-,0,-,0,-,,30.438256,-84.280733
-84.387982,33.748995,563,GA0066,2015GA0066,Atlanta,GA,"Atlanta, GA",2015,201512,0,-,0,-,0,-,,33.748995,-84.387982
-85.076667,33.580833,564,GA0067,2015GA0067,Carrollton,GA,"Carrollton, GA",2015,201512,0,-,0,-,0,-,,33.580833,-85.076667
-81.779167,32.445278,565,GA0071,2015GA0071,Statesboro,GA,"Statesboro, GA",2015,201512,0,-,0,-,0,-,,32.445278,-81.779167
-157.858333,21.306944,566,HI0072,2015HI0072,Honolulu,HI,"Honolulu, HI",2015,201512,0,-,0,-,0,-,,21.306944,-157.858333
-111.4025,42.190833,567,ID0074,2015ID0074,Bloomington,ID,"Bloomington, ID",2015,201512,0,-,0,-,0,-,,42.190833,-111.4025
-88.320072,41.760585,568,IL0077,2015IL0077,Aurora,IL,"Aurora, IL",2015,201512,0,-,0,-,0,-,,41.760585,-88.320072
-88.993687,40.484203,569,IL0078,2015IL0078,Bloomington,IL,"Bloomington, IL",2015,201512,0,-,0,-,0,-,,40.484203,-88.993687
-89.588986,40.693649,570,IL0080,2015IL0080,Peoria,IL,"Peoria, IL",2015,201512,0,-,0,-,0,-,,40.693649,-89.588986
-89.093995,42.271131,571,IL0081,2015IL0081,Rockford,IL,"Rockford, IL",2015,201512,0,-,0,-,0,-,,42.271131,-89.093995
-85.92138,39.20144,572,IN0083,2015IN0083,Columbus,IN,"Columbus, IN",2015,201512,0,-,0,-,0,-,,39.20144,-85.92138
-85.976667,41.681994,573,IN0084,2015IN0084,Elkhart,IN,"Elkhart, IN",2015,201512,0,-,0,-,0,-,,41.681994,-85.976667
-85.139351,41.079273,574,IN0085,2015IN0085,Fort Wayne,IN,"Fort Wayne, IN",2015,201512,0,-,0,-,0,-,,41.079273,-85.139351
-86.25199,41.676355,575,IN0088,2015IN0088,South Bend,IN,"South Bend, IN",2015,201512,0,-,0,-,0,-,,41.676355,-86.25199
-97.611424,38.840281,576,KS0089,2015KS0089,Salina,KS,"Salina, KS",2015,201512,0,-,0,-,0,-,,38.840281,-97.611424
-97.336111,37.688889,577,KS0091,2015KS0091,Wichita,KS,"Wichita, KS",2015,201512,0,-,0,-,0,-,,37.688889,-97.336111
-83.920739,35.960638,578,KY0092,2015KY0092,Knoxville,KY,"Knoxville, KY",2015,201512,0,-,0,-,0,-,,35.960638,-83.920739
-85.758456,38.252665,579,KY0093,2015KY0093,Louisville,KY,"Louisville, KY",2015,201512,0,-,0,-,0,-,,38.252665,-85.758456
-90.071532,29.951066,580,LA0094,2015LA0094,New Orleans,LA,"New Orleans, LA",2015,201512,0,-,0,-,0,-,,29.951066,-90.071532
-71.156944,42.415278,581,MA0095,2015MA0095,Arlington,MA,"Arlington, MA",2015,201512,0,-,0,-,0,-,,42.415278,-71.156944
-71.276667,42.490556,582,MA0096,2015MA0096,Bedford,MA,"Bedford, MA",2015,201512,0,-,0,-,0,-,,42.490556,-71.276667
-71.179167,42.395833,583,MA0097,2015MA0097,Belmont,MA,"Belmont, MA",2015,201512,0,-,0,-,0,-,,42.395833,-71.179167
-71.121667,42.331667,584,MA0099,2015MA0099,Brookline,MA,"Brookline, MA",2015,201512,0,-,0,-,0,-,,42.331667,-71.121667
-71.032828,42.391764,585,MA00100,2015MA00100,Chelsea,MA,"Chelsea, MA",2015,201512,0,-,0,-,0,-,,42.391764,-71.032828
-71.053663,42.40843,586,MA00101,2015MA00101,Everett,MA,"Everett, MA",2015,201512,0,-,0,-,0,-,,42.40843,-71.053663
-71.066163,42.425096,587,MA00102,2015MA00102,Malden,MA,"Malden, MA",2015,201512,0,-,0,-,0,-,,42.425096,-71.066163
-71.552287,42.345927,588,MA00103,2015MA00103,Marlborough,MA,"Marlborough, MA",2015,201512,0,-,0,-,0,-,,42.345927,-71.552287
-71.106164,42.41843,589,MA00104,2015MA00104,Medford,MA,"Medford, MA",2015,201512,0,-,0,-,0,-,,42.41843,-71.106164
-71.066667,42.458333,590,MA00105,2015MA00105,Melrose,MA,"Melrose, MA",2015,201512,0,-,0,-,0,-,,42.458333,-71.066667
-71.066667,42.25,591,MA00106,2015MA00106,Milton,MA,"Milton, MA",2015,201512,0,-,0,-,0,-,,42.25,-71.066667
-71.233333,42.283333,592,MA00107,2015MA00107,Needham,MA,"Needham, MA",2015,201512,0,-,0,-,0,-,,42.283333,-71.233333
-71.209221,42.337041,593,MA00108,2015MA00108,Newton,MA,"Newton, MA",2015,201512,0,-,0,-,0,-,,42.337041,-71.209221
-71.002271,42.252877,594,MA00109,2015MA00109,Quincy,MA,"Quincy, MA",2015,201512,0,-,0,-,0,-,,42.252877,-71.002271
-71.011995,42.40843,595,MA00110,2015MA00110,Revere,MA,"Revere, MA",2015,201512,0,-,0,-,0,-,,42.40843,-71.011995
-70.896716,42.51954,596,MA00111,2015MA00111,Salem,MA,"Salem, MA",2015,201512,0,-,0,-,0,-,,42.51954,-70.896716
-71.235611,42.376485,597,MA00112,2015MA00112,Waltham,MA,"Waltham, MA",2015,201512,0,-,0,-,0,-,,42.376485,-71.235611
-71.183333,42.370833,598,MA00113,2015MA00113,Watertown,MA,"Watertown, MA",2015,201512,0,-,0,-,0,-,,42.370833,-71.183333
-70.983333,42.375,599,MA00114,2015MA00114,Winthrop,MA,"Winthrop, MA",2015,201512,0,-,0,-,0,-,,42.375,-70.983333
-71.802293,42.262593,600,MA00115,2015MA00115,Worcester,MA,"Worcester, MA",2015,201512,0,-,0,-,0,-,,42.262593,-71.802293
